Crime_Type,Latitude,Longitude,Date,Time,Weather,Population_Density
Homicide,23.881806189852600,84.83495166679940,2024-07-14,19:11,Foggy,Low
Drug Offense,33.85353001085840,80.48878474576380,2024-01-05,18:19,Rainy,High
Vandalism,34.669051900987600,90.29764067548640,2024-01-30,14:54,Rainy,Medium
Homicide,27.410155498385900,76.31666493772640,2024-01-21,03:22,Clear,High
Fraud,11.428460778781000,76.21544580959250,2024-05-30,01:32,Stormy,Medium
Arson,10.902910108939400,69.84668521757150,2024-04-26,08:13,Foggy,High
Theft,34.870876255536900,88.46649973409280,2024-01-17,16:26,Stormy,Medium
Homicide,24.499299700741800,70.62247997216420,2024-12-14,16:45,Stormy,High
Assault,19.453878144772200,72.86824607809810,2024-05-25,07:51,Cloudy,Low
Theft,19.75846721591820,77.11752434969490,2024-01-04,07:29,Rainy,High
Drug Offense,25.48008542285560,92.57593967869890,2024-11-15,22:21,Clear,High
Homicide,36.78482225592260,69.91992640526830,2024-05-14,06:25,Stormy,Low
Theft,27.417539997123800,77.1405632787612,2024-07-31,07:57,Foggy,High
Assault,23.559867496547000,73.61033971129970,2024-12-17,23:42,Clear,Medium
Drug Offense,23.361130372449300,83.78182252291830,2024-10-05,12:29,Cloudy,Low
Assault,23.53398778518930,93.67567834944830,2024-04-02,04:17,Clear,Low
Homicide,36.09599129755580,91.02884759847870,2024-06-10,02:16,Foggy,Medium
Arson,23.031076962638600,90.50087462731740,2024-02-10,03:18,Rainy,High
Vandalism,34.99768821025850,87.6617494005425,2024-10-27,00:38,Clear,Medium
Vandalism,23.3812556955393,92.65413682132770,2024-08-11,16:58,Foggy,Low
Drug Offense,23.52827669649690,90.70334189472890,2024-10-13,20:56,Foggy,High
Vandalism,20.706293639880300,94.41362340113230,2024-02-25,18:44,Foggy,High
Fraud,9.188682460179830,96.91746466911030,2024-08-22,02:25,Stormy,High
Arson,27.936410403150100,93.87949076574990,2024-07-20,17:56,Rainy,Low
Homicide,35.70973965289130,84.20569559858040,2024-10-20,11:14,Rainy,Medium
Robbery,17.944556779269500,71.39282388661240,2024-06-24,09:02,Stormy,Medium
Burglary,36.602677283508600,69.43994632086740,2024-01-30,12:53,Cloudy,Low
Arson,8.32905440929822,87.88685055858330,2024-03-20,18:33,Foggy,High
Burglary,20.60100220334430,79.72420668560620,2024-06-04,09:49,Cloudy,Low
Homicide,17.011696054868800,85.82505195719720,2024-05-26,11:44,Stormy,Low
Burglary,9.859616653970770,85.28299876388180,2024-12-10,23:41,Foggy,High
Drug Offense,35.11570146409810,88.09393567204310,2024-04-11,14:33,Clear,Low
Vandalism,22.368130452993600,94.31027073374510,2024-07-22,03:26,Cloudy,Low
Robbery,34.10553167720320,69.048592167926,2024-07-22,20:36,Stormy,Medium
Drug Offense,32.61650552649320,70.42366064614180,2024-11-16,12:43,Stormy,High
Arson,11.52440738189650,83.68961383373010,2024-06-16,06:53,Stormy,Medium
Drug Offense,35.775668339060300,70.1675930605213,2024-10-16,14:33,Clear,Medium
Vandalism,26.093200071873000,89.28476639032440,2024-05-12,08:51,Stormy,Low
Theft,21.34174884151680,70.38904571371880,2024-12-16,18:20,Foggy,High
Arson,28.707285232255500,91.52702868782550,2024-12-02,17:16,Cloudy,High
Vandalism,15.376416977925400,76.4946087356797,2024-06-25,07:43,Rainy,Low
Theft,26.32989182949760,88.98602252596800,2024-08-07,18:34,Foggy,Medium
Robbery,21.34174884151680,70.38904571371880,2024-10-14,21:10,Clear,Low
Fraud,23.886699918886600,81.69254445805470,2024-03-29,12:09,Foggy,Low
Assault,8.540361498203350,89.29059181560200,2024-04-29,05:11,Stormy,Medium
Drug Offense,20.230689009830900,85.42826136044470,2024-06-20,07:27,Rainy,Low
Robbery,18.075080799687200,86.25053827220240,2024-12-10,21:42,Cloudy,Medium
Fraud,21.158151006576400,81.17316179353430,2024-10-14,03:58,Rainy,Low
Homicide,25.93317469876680,81.76949043181140,2024-03-17,14:11,Clear,Low
Homicide,29.575744829632000,76.63295603300450,2024-07-05,21:25,Cloudy,Low
Robbery,11.91851663033630,90.75471417371160,2024-03-26,16:02,Cloudy,Medium
Drug Offense,24.078577762739000,87.3650865196054,2024-04-17,06:00,Stormy,High
Robbery,35.052083169239000,84.18886483920080,2024-03-11,22:42,Clear,Low
Fraud,26.94439032783990,78.51365797462840,2024-08-07,21:29,Foggy,Low
Burglary,32.03242492175640,74.09065672221330,2024-04-29,11:09,Rainy,High
Fraud,23.886699918886600,81.69254445805470,2024-12-14,06:59,Cloudy,Medium
Assault,23.886699918886600,81.69254445805470,2024-11-09,22:23,Stormy,Low
Drug Offense,11.378025348136400,69.92043606121540,2024-01-04,18:15,Clear,Low
Burglary,21.40283678558600,75.63190545201900,2024-10-24,10:59,Rainy,Medium
Drug Offense,27.73171466071070,71.6684109870616,2024-12-29,11:10,Foggy,Low
Robbery,34.81301721179660,79.94895718047520,2024-06-12,12:29,Clear,Low
Fraud,8.73827474695974,76.45314303141680,2024-05-13,12:31,Clear,Low
Drug Offense,12.490820658758400,90.08698462750770,2024-03-20,22:20,Clear,High
Burglary,23.557951766694200,78.3996573407495,2024-02-26,05:13,Clear,High
Robbery,13.585872200649200,78.10982074607650,2024-03-08,00:52,Cloudy,High
Homicide,32.72042361426190,76.75057807342130,2024-07-24,03:08,Stormy,High
Fraud,17.173220172699100,85.1783888116747,2024-01-30,17:37,Rainy,Low
Vandalism,11.585596905270400,76.77780207120580,2024-05-27,01:32,Cloudy,High
Burglary,17.564025671914000,85.46427622760320,2024-07-14,19:33,Rainy,High
Fraud,33.86209374097290,79.06532780212610,2024-05-09,05:21,Clear,High
Drug Offense,12.855923475847600,84.80619854254590,2024-12-09,21:10,Cloudy,Medium
Drug Offense,13.644028031720200,91.6340108583953,2024-05-19,00:32,Clear,Medium
Burglary,19.240986415937700,93.42483793400370,2024-03-22,11:13,Rainy,High
Burglary,9.30902010927139,81.49874360873950,2024-01-29,00:58,Clear,Low
Fraud,17.94334673827360,77.96570218773490,2024-02-26,14:43,Stormy,High
Robbery,30.076452210898300,91.96491789249110,2024-11-02,20:08,Stormy,Low
Vandalism,13.012419561550300,94.80111082552880,2024-03-07,21:18,Stormy,Medium
Fraud,20.782305201523700,89.73361653354520,2024-08-19,21:38,Foggy,High
Arson,17.349901872603800,70.02045040207930,2024-03-04,23:13,Clear,Medium
Arson,33.819625069930500,77.39915285083460,2024-02-15,03:59,Rainy,Low
Assault,30.076452210898300,91.96491789249110,2024-07-17,22:56,Stormy,High
Burglary,22.88801144320190,91.90793255791450,2024-04-29,22:57,Cloudy,Low
Vandalism,17.608461452924400,86.23558625075630,2024-03-09,00:21,Stormy,Medium
Drug Offense,18.962493397501200,92.41200573539120,2024-02-11,03:20,Foggy,Medium
Arson,28.784321137043200,90.08722168990430,2024-10-13,17:10,Rainy,Medium
Homicide,16.62826886178370,90.89904953737430,2024-03-11,01:13,Cloudy,Low
Fraud,13.518649708160300,69.10461476671600,2024-10-05,22:48,Foggy,Low
Vandalism,28.68403090128520,76.40900185765980,2024-10-13,10:28,Foggy,Low
Burglary,17.24663190502980,86.3322996107359,2024-08-17,18:18,Rainy,Medium
Theft,28.84542010548860,87.93698711182350,2024-06-17,23:22,Rainy,Medium
Vandalism,13.093663408134600,81.61243670844530,2024-02-27,01:16,Rainy,Low
Vandalism,8.395925898072840,93.72161568234150,2024-11-11,18:31,Cloudy,Low
Fraud,8.76298251044838,69.25686175940860,2024-08-26,19:47,Foggy,High
Vandalism,22.88801144320190,91.90793255791450,2024-12-19,11:26,Clear,Medium
Homicide,9.30902010927139,81.49874360873950,2024-03-07,18:13,Clear,Low
Drug Offense,10.135184659338000,70.34626614339570,2024-08-10,18:56,Rainy,Medium
Theft,9.196193417606970,75.28753306190980,2024-08-26,15:15,Rainy,Low
Robbery,36.78482225592260,69.91992640526830,2024-06-26,00:33,Cloudy,Low
Arson,31.660169137431900,88.39035097036670,2024-06-11,23:33,Stormy,Medium
Robbery,17.24663190502980,86.3322996107359,2024-06-11,00:28,Stormy,High
Burglary,17.81088939424210,87.21310200244590,2024-04-04,17:20,Stormy,Medium
Vandalism,32.03242492175640,74.09065672221330,2024-06-06,00:52,Stormy,High
Theft,25.330865338291700,73.8005363004179,2024-03-17,08:49,Stormy,Low
Fraud,17.564025671914000,85.46427622760320,2024-01-12,05:39,Foggy,Low
Homicide,20.511032030604500,86.06422666763710,2024-07-08,20:36,Cloudy,Medium
Fraud,36.450917629175000,94.72789991544100,2024-10-13,14:58,Foggy,Low
Robbery,15.77212420370010,93.93745702461640,2024-11-18,00:55,Clear,High
Vandalism,35.94122387265560,91.3413841282445,2024-05-03,21:13,Rainy,Low
Robbery,27.634882054808900,92.9948388033509,2024-04-09,04:02,Clear,Low
Assault,16.378458769919200,69.77408913353160,2024-07-19,17:28,Rainy,High
Arson,28.83725854845620,91.81952196622080,2024-01-23,17:12,Cloudy,Medium
Drug Offense,23.283364685793400,72.1961689786692,2024-02-27,01:51,Clear,Medium
Theft,28.010673942385100,86.52162013212860,2024-02-14,02:06,Clear,Low
Arson,35.31392533350170,70.01969344083970,2024-11-16,02:17,Cloudy,Medium
Arson,17.53825084754460,70.76563870085810,2024-03-13,02:37,Foggy,Low
Vandalism,13.653303886480400,80.41906538441480,2024-10-07,05:34,Rainy,Low
Robbery,9.709194671768090,82.35489567242690,2024-09-17,17:49,Foggy,Low
Assault,23.053892355410000,86.23031903747330,2024-01-19,14:01,Clear,High
Robbery,26.19441158496560,93.74309954473210,2024-01-08,05:54,Foggy,Low
Drug Offense,22.22000309040830,94.77111878621420,2024-06-18,00:10,Stormy,High
Theft,16.61921696770890,92.6993029721378,2024-08-21,14:33,Cloudy,Low
Robbery,20.386888332299200,82.99369244695200,2024-05-11,02:46,Cloudy,Low
Vandalism,29.60491279296220,68.16472606157040,2024-08-01,07:10,Cloudy,Medium
Assault,36.04534490954300,86.7627047695091,2024-03-22,00:36,Stormy,Medium
Burglary,15.40167354356380,84.25709808693030,2024-01-16,10:37,Foggy,Low
Drug Offense,14.667858086550700,87.59218806666360,2024-09-03,09:01,Rainy,Low
Homicide,33.38521528053030,82.61489160310300,2024-05-28,05:56,Cloudy,Low
Vandalism,8.392491236683410,93.5889751572433,2024-11-13,23:20,Foggy,Medium
Theft,31.03156136757710,89.68251007548770,2024-08-15,09:23,Clear,Low
Theft,25.37089666968450,79.86568218873390,2024-04-13,05:12,Stormy,Medium
Theft,16.92903793658180,85.89359596940820,2024-07-02,23:58,Stormy,Medium
Vandalism,15.198292267626400,82.55450240283640,2024-03-08,17:46,Clear,High
Vandalism,9.318034949110410,94.0310377781293,2024-11-11,11:21,Rainy,High
Assault,12.09729621187280,85.33635146087900,2024-12-14,15:52,Foggy,Medium
Burglary,30.601035927342700,87.04664154753810,2024-09-21,13:18,Foggy,Low
Drug Offense,24.36194015877480,93.62036320104890,2024-03-04,09:30,Stormy,High
Vandalism,13.587289214995200,80.50260251388330,2024-11-02,18:28,Rainy,High
Theft,9.892652351898830,69.27788644425560,2024-03-12,04:01,Stormy,Low
Drug Offense,36.89694179816210,86.19719539221940,2024-04-12,00:30,Stormy,Medium
Drug Offense,35.5292009612595,71.7506818825138,2024-01-14,19:30,Clear,Medium
Drug Offense,16.933752272278200,94.25462892223890,2024-06-17,21:37,Rainy,Low
Vandalism,11.204949524539800,93.40637310132960,2024-05-12,16:09,Foggy,Low
Arson,33.0759509783187,74.8352042485158,2024-07-13,16:56,Foggy,Medium
Assault,23.654811484304300,80.89732508063970,2024-02-21,12:33,Clear,Medium
Theft,35.082329578083800,96.9658524165527,2024-07-26,16:34,Rainy,Low
Theft,26.711767709786100,86.44099242580620,2024-10-21,07:51,Stormy,Medium
Theft,13.355697635919700,89.18476681224640,2024-09-07,05:16,Clear,Low
Robbery,36.23184018042150,69.35919417357250,2024-12-26,20:45,Foggy,Low
Robbery,21.198472512221900,71.91000479848280,2024-09-12,12:52,Foggy,Medium
Fraud,33.898771558124900,85.01401026394180,2024-03-04,17:59,Cloudy,High
Fraud,32.036974564708400,88.91394276687020,2024-08-08,05:48,Cloudy,Low
Drug Offense,35.082329578083800,96.9658524165527,2024-05-25,06:19,Clear,High
Robbery,32.61650552649320,70.42366064614180,2024-07-27,11:14,Clear,Medium
Drug Offense,28.84542010548860,87.93698711182350,2024-04-03,07:28,Stormy,High
Vandalism,30.974122249900200,74.1175491296021,2024-01-18,01:24,Clear,High
Assault,20.25135461042490,88.47080232930800,2024-09-08,23:41,Rainy,Low
Homicide,15.908441298780600,79.75661410756980,2024-04-30,04:24,Stormy,High
Arson,30.48051053366000,94.77599285273550,2024-05-25,10:32,Cloudy,Medium
Homicide,27.66674681502380,91.31000675344300,2024-10-30,09:53,Clear,Medium
Theft,25.93317469876680,81.76949043181140,2024-07-23,16:38,Stormy,Low
Homicide,12.212777003083200,77.67907964897430,2024-08-13,01:14,Foggy,High
Theft,29.88870404676390,89.54021649914020,2024-08-02,22:09,Rainy,Low
Robbery,33.65843458698290,85.23704180645100,2024-06-19,22:59,Rainy,High
Homicide,15.626261919804600,83.91730563475790,2024-12-09,06:33,Foggy,High
Fraud,29.4947838639819,90.81886906254270,2024-04-14,12:47,Stormy,Low
Fraud,10.607146652777800,86.77734824733280,2024-10-16,20:01,Stormy,Medium
Assault,8.238392610567770,71.0088885976866,2024-03-10,13:14,Stormy,High
Theft,19.563391679940000,70.23907813460930,2024-06-23,14:27,Foggy,Low
Robbery,33.38521528053030,82.61489160310300,2024-09-16,03:24,Cloudy,Medium
Vandalism,30.95820990223420,94.74363293248760,2024-08-09,21:29,Foggy,High
Vandalism,16.62826886178370,90.89904953737430,2024-04-29,16:29,Foggy,Medium
Burglary,17.473092058384000,90.51078161068370,2024-12-30,23:12,Stormy,Medium
Assault,33.65782504927230,72.92587915317120,2024-12-02,12:26,Stormy,Medium
Drug Offense,28.78708825234250,70.11008554681220,2024-03-07,02:06,Rainy,High
Burglary,23.963185621578500,92.49295631366440,2024-07-24,00:10,Clear,High
Assault,8.149945831279410,86.17477487413970,2024-06-05,05:57,Clear,High
Fraud,35.5292009612595,71.7506818825138,2024-10-25,19:56,Cloudy,Medium
Arson,13.551665981821300,71.26279219973950,2024-07-18,03:30,Clear,Low
Homicide,19.027965409341700,82.77382529804100,2024-10-12,07:35,Stormy,High
Theft,34.08324838984980,95.37898701215750,2024-01-10,03:55,Clear,High
Drug Offense,22.803387252740100,95.2064460095827,2024-01-11,00:54,Stormy,Low
Theft,17.83324060824080,96.04236858656210,2024-04-03,21:25,Clear,High
Theft,13.885782910083500,87.92373832683800,2024-01-21,09:57,Stormy,Medium
Vandalism,20.978736115259400,84.13956114002680,2024-08-16,15:46,Clear,High
Fraud,15.25338513127750,88.07134105179620,2024-06-11,16:37,Rainy,High
Homicide,26.839549548570100,69.63758855045560,2024-06-22,21:36,Cloudy,High
Assault,17.374644023878800,83.77745107278030,2024-03-02,01:02,Stormy,High
Drug Offense,28.637455214804100,93.74939348374430,2024-12-24,03:39,Stormy,Medium
Vandalism,31.835886529560200,71.27620185346460,2024-08-07,19:29,Clear,High
Robbery,10.902910108939400,69.84668521757150,2024-05-28,02:44,Stormy,Medium
Theft,12.887254939263400,85.19641697833440,2024-10-27,12:03,Cloudy,Medium
Assault,33.88172921254950,68.5631048891867,2024-03-06,14:30,Foggy,Low
Robbery,8.999606286979800,94.28569240405970,2024-04-19,06:10,Foggy,High
Arson,12.212777003083200,77.67907964897430,2024-01-23,18:20,Clear,High
Assault,9.399892836215010,74.31027874595100,2024-08-29,05:39,Foggy,Medium
Burglary,8.35545463154282,84.65168829758290,2024-04-28,00:48,Foggy,Low
Homicide,17.734975190205800,84.44794271933400,2024-08-07,04:25,Foggy,High
Drug Offense,25.442812153787600,95.68050950020560,2024-11-13,09:19,Cloudy,Low
Vandalism,15.468160587285600,90.75211577979220,2024-04-20,20:54,Clear,Medium
Assault,8.540361498203350,89.29059181560200,2024-12-12,02:11,Foggy,Medium
Arson,23.33361810077000,71.4643439623846,2024-08-25,01:08,Stormy,Low
Burglary,34.28070227784330,71.31076685461720,2024-10-08,03:24,Cloudy,High
Burglary,23.938722912964300,93.58509680510600,2024-02-20,16:35,Stormy,Medium
Homicide,22.33332965167160,89.38563738137360,2024-05-17,00:18,Rainy,High
Drug Offense,27.091334826141700,83.54974255190100,2024-06-27,08:49,Clear,High
Arson,22.074168990277600,68.40288343091860,2024-09-07,23:58,Stormy,Medium
Homicide,15.771284453220000,76.55079318680480,2024-08-20,22:38,Cloudy,High
Theft,19.387593668082600,95.56252948812240,2024-07-16,12:05,Foggy,Low
Theft,20.162213732101600,79.05258681047880,2024-12-24,08:14,Stormy,High
Assault,13.735521692483700,83.90901708055060,2024-02-14,04:24,Rainy,Low
Robbery,20.70940988056430,74.48268132780460,2024-05-14,22:37,Foggy,Medium
Drug Offense,11.52440738189650,83.68961383373010,2024-04-13,00:37,Cloudy,Low
Assault,33.818275342736300,85.07653781070850,2024-01-12,22:53,Rainy,Low
Assault,34.28070227784330,71.31076685461720,2024-08-01,02:54,Cloudy,Low
Fraud,11.214509761306300,86.8628911445068,2024-07-07,03:48,Stormy,Medium
Robbery,17.185006786606300,73.10869747867170,2024-06-28,19:11,Stormy,Medium
Burglary,18.564427039377600,93.08802018257920,2024-02-18,07:19,Foggy,High
Robbery,36.19105192469140,90.32407427106200,2024-01-27,12:32,Stormy,Medium
Fraud,14.132904074753700,92.63930158274040,2024-03-28,07:52,Rainy,Low
Fraud,34.240869131120100,80.11433476867360,2024-04-25,08:30,Foggy,High
Burglary,10.52441301183060,68.75393463614960,2024-05-16,05:01,Rainy,Low
Fraud,22.24571623587020,96.24928964510320,2024-09-22,20:30,Clear,Medium
Burglary,17.418813581964900,82.88335504178880,2024-06-16,16:37,Clear,Low
Fraud,10.97852842845390,81.48888168961420,2024-04-12,08:08,Clear,Low
Robbery,12.694730114824000,71.4674190646052,2024-01-12,14:49,Cloudy,Medium
Vandalism,28.53715173302290,78.5904669978337,2024-07-21,23:25,Cloudy,Low
Homicide,15.517381998714500,93.59281481071870,2024-07-25,17:40,Clear,Medium
Vandalism,24.218216603596700,93.57276510508840,2024-12-07,09:38,Cloudy,High
Fraud,28.83725854845620,91.81952196622080,2024-02-26,01:47,Rainy,High
Theft,8.999606286979800,94.28569240405970,2024-04-14,13:30,Cloudy,Medium
Theft,27.936410403150100,93.87949076574990,2024-01-19,04:20,Rainy,High
Assault,32.61650552649320,70.42366064614180,2024-07-01,05:31,Stormy,High
Robbery,28.62533165080940,76.47065463477660,2024-01-22,05:56,Foggy,Medium
Drug Offense,20.257073146146300,71.06791627967270,2024-07-23,07:09,Foggy,Low
Homicide,19.85955194756230,94.52574856861660,2024-09-21,08:39,Foggy,Medium
Assault,31.835886529560200,71.27620185346460,2024-05-08,22:27,Rainy,Medium
Drug Offense,31.637501472875400,94.45264295120870,2024-02-02,03:18,Foggy,Medium
Robbery,23.83067022292490,73.01162932782300,2024-02-01,10:49,Clear,High
Fraud,20.0041085823174,74.57909912361650,2024-08-24,14:47,Stormy,High
Assault,23.53398778518930,93.67567834944830,2024-08-15,19:27,Rainy,Medium
Fraud,11.51196329369200,96.63796430463830,2024-11-08,08:40,Clear,Medium
Homicide,36.05993029414580,85.42352911726220,2024-07-01,02:37,Cloudy,Medium
Robbery,12.467597785362,81.8149453669578,2024-01-21,09:34,Foggy,Low
Drug Offense,11.628877904823700,76.1128111337726,2024-03-18,21:07,Foggy,Low
Drug Offense,24.078577762739000,87.3650865196054,2024-01-08,01:11,Stormy,Low
Burglary,16.92903793658180,85.89359596940820,2024-06-02,21:20,Stormy,Medium
Homicide,15.863028698334900,76.1219815527179,2024-06-17,14:22,Foggy,Low
Arson,12.219871144591400,72.26008386240970,2024-02-27,19:01,Rainy,Medium
Homicide,36.19933451273370,69.80089839835930,2024-08-28,09:29,Foggy,High
Homicide,25.184163325845600,86.18542986946990,2024-12-15,09:26,Stormy,High
Robbery,29.80168136465600,72.65989306489280,2024-05-03,06:12,Cloudy,Medium
Drug Offense,32.886576365776600,90.15875605013220,2024-08-08,16:45,Rainy,High
Fraud,15.303198998816600,70.33352593968410,2024-08-05,04:51,Rainy,Medium
Burglary,34.240869131120100,80.11433476867360,2024-07-22,23:47,Rainy,Low
Drug Offense,15.771284453220000,76.55079318680480,2024-05-27,17:02,Foggy,High
Fraud,15.310219766378800,73.81703023735520,2024-10-10,14:57,Stormy,Medium
Burglary,32.72212859774600,93.51258666550380,2024-05-02,04:05,Rainy,High
Theft,22.27239371306120,95.73553359508550,2024-03-13,03:30,Cloudy,Low
Assault,18.8822550752598,80.88672104046780,2024-12-08,14:14,Cloudy,High
Vandalism,36.28219417766030,86.94626084052570,2024-02-28,02:33,Cloudy,Medium
Robbery,35.775668339060300,70.1675930605213,2024-07-07,16:20,Rainy,High
Homicide,29.469195144920200,78.51197061604470,2024-07-03,16:53,Rainy,Low
Robbery,34.240869131120100,80.11433476867360,2024-05-15,08:22,Stormy,Medium
Arson,32.06490584452150,87.10397219254340,2024-04-14,00:51,Cloudy,High
Vandalism,11.585596905270400,76.77780207120580,2024-02-29,19:42,Stormy,Medium
Arson,27.67744593427070,76.72991162400250,2024-03-06,13:59,Foggy,Medium
Homicide,13.585872200649200,78.10982074607650,2024-11-05,07:03,Stormy,High
Theft,29.753068017753100,69.89186871352740,2024-12-20,11:49,Rainy,Low
Burglary,12.855923475847600,84.80619854254590,2024-08-06,09:58,Rainy,Low
Fraud,35.96617248874820,68.09504533341080,2024-05-27,06:16,Cloudy,Low
Assault,18.962493397501200,92.41200573539120,2024-08-04,19:07,Clear,High
Theft,21.158151006576400,81.17316179353430,2024-08-01,02:57,Foggy,High
Assault,15.389243450711500,96.67915019808020,2024-06-04,09:12,Cloudy,Low
Theft,25.491787586117900,83.45175740014230,2024-07-02,04:55,Rainy,Medium
Vandalism,9.318034949110410,94.0310377781293,2024-10-22,21:47,Rainy,High
Burglary,14.089168484615300,86.15869611733560,2024-12-05,13:08,Rainy,Medium
Fraud,23.556741250241000,69.25487858419150,2024-02-27,14:39,Foggy,Low
Drug Offense,25.420739447631500,85.67111094865790,2024-07-27,02:56,Foggy,Medium
Drug Offense,35.96617248874820,68.09504533341080,2024-03-25,11:00,Cloudy,High
Theft,36.28279994881110,88.32446037585230,2024-09-28,20:49,Foggy,Medium
Homicide,29.80168136465600,72.65989306489280,2024-09-27,08:59,Cloudy,Medium
Drug Offense,31.14497813498940,77.46919193635260,2024-11-14,18:23,Rainy,High
Vandalism,13.12239374980310,87.11328802326520,2024-02-23,22:05,Foggy,Medium
Drug Offense,31.82122395174990,89.80610825576620,2024-03-14,18:02,Foggy,Medium
Burglary,32.67052100101030,92.16210779300350,2024-11-17,06:57,Clear,Medium
Drug Offense,13.879136242762400,90.65012831270030,2024-07-12,18:32,Cloudy,Medium
Theft,15.863028698334900,76.1219815527179,2024-02-08,13:53,Stormy,Medium
Robbery,32.59526405083980,75.26681104551510,2024-05-17,07:12,Foggy,Low
Assault,26.416242149801300,93.6241964329392,2024-09-02,18:15,Rainy,High
Drug Offense,33.0759509783187,74.8352042485158,2024-10-19,23:53,Cloudy,Medium
Homicide,30.839199966645100,94.53760333929530,2024-07-26,16:21,Clear,High
Fraud,8.329241530124530,90.00903859651680,2024-12-22,13:39,Clear,Medium
Assault,33.63563791430440,69.58544357879690,2024-11-30,08:46,Stormy,Low
Robbery,31.48912724897480,82.9764871886807,2024-07-09,11:11,Cloudy,High
Fraud,32.82639367852610,68.75617997506310,2024-03-11,12:29,Clear,Low
Burglary,15.566682138243900,83.95708968181500,2024-08-03,12:03,Clear,Medium
Theft,24.218216603596700,93.57276510508840,2024-05-03,20:45,Clear,Medium
Homicide,13.194055858044500,70.63193766215280,2024-01-17,15:43,Rainy,Medium
Theft,13.735521692483700,83.90901708055060,2024-11-16,22:22,Foggy,Medium
Burglary,29.412484041748500,83.23922470400870,2024-11-12,05:57,Foggy,Medium
Robbery,31.14497813498940,77.46919193635260,2024-12-10,10:41,Rainy,Medium
Burglary,31.398598582376100,79.20489741552770,2024-07-16,20:36,Rainy,Low
Arson,17.734975190205800,84.44794271933400,2024-09-10,15:26,Foggy,Low
Assault,35.36950773914320,83.48063992744850,2024-01-23,01:32,Foggy,High
Fraud,30.076452210898300,91.96491789249110,2024-02-20,10:01,Stormy,Medium
Theft,21.84118378093530,78.77925855234040,2024-11-02,19:32,Stormy,Medium
Vandalism,31.50751457601260,80.64749580703750,2024-05-27,21:24,Clear,Low
Homicide,35.18223545145750,90.0371342686385,2024-05-09,19:29,Stormy,Medium
Fraud,30.05897760140300,70.82277289349220,2024-10-25,14:52,Clear,Low
Arson,17.944556779269500,71.39282388661240,2024-07-01,03:13,Cloudy,Medium
Vandalism,11.627219861303700,91.0836381948723,2024-10-15,19:55,Rainy,Medium
Theft,27.67744593427070,76.72991162400250,2024-04-27,23:57,Cloudy,Medium
Assault,33.52467753304880,80.76690914823610,2024-02-08,22:01,Clear,High
Robbery,23.909810188747700,87.78247989575080,2024-04-10,14:16,Clear,High
Homicide,9.071306750307090,90.78069383268110,2024-06-28,17:59,Rainy,Medium
Theft,31.476556680790500,92.97793183638920,2024-12-01,16:37,Cloudy,High
Fraud,32.360330758353400,86.03240305523010,2024-01-18,15:49,Rainy,Medium
Robbery,24.866271956467300,90.78709878645100,2024-04-02,15:27,Stormy,High
Robbery,21.198472512221900,71.91000479848280,2024-12-23,07:52,Cloudy,Medium
Theft,28.109105107508400,89.75542974105610,2024-08-07,19:50,Clear,High
Drug Offense,23.053892355410000,86.23031903747330,2024-06-06,17:09,Rainy,High
Burglary,31.130165322287500,94.64907704581030,2024-03-15,04:32,Cloudy,Low
Arson,28.505731514825400,79.40766608977530,2024-08-25,14:13,Cloudy,Low
Homicide,31.50751457601260,80.64749580703750,2024-07-31,22:05,Cloudy,Low
Theft,27.19069374025810,77.60772546032750,2024-09-07,13:03,Cloudy,Medium
Fraud,32.360330758353400,86.03240305523010,2024-05-22,10:21,Stormy,Low
Burglary,29.4947838639819,90.81886906254270,2024-04-08,21:07,Rainy,Medium
Arson,9.90551280384235,89.18676102269980,2024-04-20,06:26,Cloudy,Medium
Arson,11.01658932755160,72.04193219843980,2024-03-09,03:37,Foggy,High
Burglary,35.94122387265560,91.3413841282445,2024-02-03,10:56,Clear,Low
Assault,16.023969737163500,93.97097727412870,2024-10-26,15:55,Foggy,Medium
Homicide,22.307631271959600,83.39385607901590,2024-09-19,04:20,Foggy,Medium
Fraud,21.393910117664000,92.90512796604540,2024-09-26,17:41,Stormy,High
Arson,11.93831161806940,85.31870624552400,2024-08-12,06:10,Foggy,Medium
Theft,22.37341017508460,86.98948780856330,2024-10-16,14:13,Rainy,High
Theft,14.356271914324200,90.26861062937470,2024-06-26,03:17,Cloudy,High
Vandalism,32.910100076835400,74.62812098000410,2024-11-11,00:48,Foggy,Low
Assault,32.24733631981920,87.78643861822390,2024-02-25,06:39,Rainy,Medium
Robbery,24.521539467733900,95.43402996330310,2024-08-28,23:42,Cloudy,High
Robbery,21.72432898618510,74.73556181266180,2024-03-07,07:27,Clear,Low
Arson,33.167999333304300,81.59545564571390,2024-01-22,18:28,Cloudy,High
Burglary,18.564427039377600,93.08802018257920,2024-05-07,07:21,Rainy,High
Theft,16.643342523666100,78.87707739658320,2024-03-05,19:45,Stormy,Medium
Vandalism,36.89694179816210,86.19719539221940,2024-03-07,02:54,Stormy,Medium
Theft,32.85242822693170,84.86544523684380,2024-07-30,16:25,Stormy,High
Burglary,32.84694203305210,83.19471355773550,2024-09-03,00:03,Stormy,Medium
Homicide,18.42411594651920,87.7891143990661,2024-06-22,01:19,Clear,Low
Drug Offense,31.05629173474660,69.23682734852110,2024-10-14,12:24,Clear,Low
